joint,joint_label,baseline_pd_position_rmse_rad,seed48_full_torque_gru_position_rmse_rad,reduction_percent,num_validation_motions,baseline_pd_position_rmse_deg,seed48_full_torque_gru_position_rmse_deg
right_shoulder_pitch,Shoulder Pitch,0.017886007065895576,0.009741961574458483,45.53305531767277,10,1.0247927172169855,0.5581732823950936
right_shoulder_roll,Shoulder Roll,0.02427617073466651,0.01673474168570923,31.065150807281466,10,1.390922125835394,0.9588300698327836
right_shoulder_yaw,Shoulder Yaw,0.014942092387221903,0.0067682642002939,54.70337068667874,10,0.8561188308823721,0.3877929733063277
right_elbow,Elbow,0.018870132041423994,0.008155715247158883,56.77976587945789,10,1.0811789248281791,0.46728806257269906
